Subject,Item,CardType,PrimeType,Response,VerbClass
21,12,Different,Preferred,0,Dative
21,13,Different,Dispreferred,0,Transitive
21,15,Same,Dispreferred,0,Dative
21,17,Different,Preferred,0,Locative
21,18,Same,Preferred,0,Dative
21,19,Same,Dispreferred,1,Transitive
21,21,Different,Dispreferred,0,Dative
21,25,Different,Dispreferred,1,Transitive
21,26,Same,Dispreferred,1,Locative
21,27,Same,Dispreferred,0,Dative
21,31,Same,Dispreferred,0,Transitive
21,34,Same,Preferred,1,Transitive
21,35,Same,Preferred,1,Locative
21,37,Different,Dispreferred,0,Transitive
21,40,Different,Preferred,0,Transitive
21,42,Same,Preferred,0,Dative
21,43,Same,Dispreferred,1,Transitive
21,44,Different,Dispreferred,0,Locative
21,45,Different,Dispreferred,0,Dative
21,46,Same,Preferred,1,Transitive
21,48,Different,Preferred,1,Dative
22,1,Same,Dispreferred,1,Transitive
22,4,Same,Preferred,1,Transitive
22,6,Different,Preferred,0,Dative
22,7,Different,Dispreferred,1,Transitive
22,9,Same,Dispreferred,0,Dative
22,10,Different,Preferred,1,Transitive
22,11,Different,Preferred,1,Locative
22,12,Same,Preferred,0,Dative
22,13,Same,Dispreferred,1,Transitive
22,16,Same,Preferred,1,Transitive
22,19,Different,Dispreferred,1,Transitive
22,25,Same,Dispreferred,1,Transitive
22,26,Different,Dispreferred,0,Locative
22,27,Different,Dispreferred,0,Dative
22,28,Same,Preferred,1,Transitive
22,30,Different,Preferred,0,Dative
22,33,Same,Dispreferred,0,Dative
22,34,Different,Preferred,1,Transitive
22,37,Same,Dispreferred,0,Transitive
22,40,Same,Preferred,0,Transitive
22,43,Different,Dispreferred,1,Transitive
22,45,Same,Dispreferred,0,Dative
22,46,Different,Preferred,1,Transitive
22,48,Same,Preferred,1,Dative
23,3,Different,Dispreferred,1,Dative
23,4,Same,Preferred,1,Transitive
23,5,Same,Preferred,1,Locative
23,6,Different,Preferred,1,Dative
23,7,Different,Dispreferred,1,Transitive
23,8,Same,Dispreferred,1,Locative
23,9,Same,Dispreferred,1,Dative
23,10,Different,Preferred,1,Transitive
23,11,Different,Preferred,1,Locative
23,12,Same,Preferred,1,Dative
23,13,Same,Dispreferred,1,Transitive
23,15,Different,Dispreferred,1,Dative
23,16,Same,Preferred,1,Transitive
23,18,Different,Preferred,1,Dative
23,19,Different,Dispreferred,1,Transitive
23,20,Same,Dispreferred,1,Locative
23,21,Same,Dispreferred,1,Dative
23,22,Different,Preferred,1,Transitive
23,23,Different,Preferred,1,Locative
23,24,Same,Preferred,1,Dative
23,25,Same,Dispreferred,1,Transitive
23,26,Different,Dispreferred,1,Locative
23,27,Different,Dispreferred,1,Dative
23,28,Same,Preferred,1,Transitive
23,29,Same,Preferred,1,Locative
23,30,Different,Preferred,1,Dative
23,31,Different,Dispreferred,1,Transitive
23,34,Different,Preferred,1,Transitive
23,35,Different,Preferred,1,Locative
23,36,Same,Preferred,1,Dative
23,37,Same,Dispreferred,1,Transitive
23,38,Different,Dispreferred,1,Locative
23,39,Different,Dispreferred,1,Dative
23,40,Same,Preferred,1,Transitive
23,42,Different,Preferred,1,Dative
23,43,Different,Dispreferred,1,Transitive
23,45,Same,Dispreferred,1,Dative
23,46,Different,Preferred,1,Transitive
23,47,Different,Preferred,1,Locative
23,48,Same,Preferred,1,Dative
24,1,Different,Dispreferred,0,Transitive
24,2,Same,Dispreferred,1,Locative
24,4,Different,Preferred,1,Transitive
24,5,Different,Preferred,1,Locative
24,6,Same,Preferred,0,Dative
24,7,Same,Dispreferred,1,Transitive
24,9,Different,Dispreferred,1,Dative
24,10,Same,Preferred,1,Transitive
24,12,Different,Preferred,1,Dative
24,13,Different,Dispreferred,0,Transitive
24,14,Same,Dispreferred,0,Locative
24,15,Same,Dispreferred,1,Dative
24,16,Different,Preferred,0,Transitive
24,17,Different,Preferred,1,Locative
24,18,Same,Preferred,1,Dative
24,20,Different,Dispreferred,1,Locative
24,21,Different,Dispreferred,1,Dative
24,22,Same,Preferred,1,Transitive
24,23,Same,Preferred,1,Locative
24,24,Different,Preferred,1,Dative
24,25,Different,Dispreferred,0,Transitive
24,27,Same,Dispreferred,0,Dative
24,29,Different,Preferred,1,Locative
24,30,Same,Preferred,1,Dative
24,32,Different,Dispreferred,1,Locative
24,33,Different,Dispreferred,1,Dative
24,35,Same,Preferred,1,Locative
24,37,Different,Dispreferred,0,Transitive
24,38,Same,Dispreferred,1,Locative
24,39,Same,Dispreferred,1,Dative
24,40,Different,Preferred,0,Transitive
24,42,Same,Preferred,1,Dative
24,43,Same,Dispreferred,1,Transitive
24,45,Different,Dispreferred,1,Dative
24,46,Same,Preferred,1,Transitive
24,47,Same,Preferred,1,Locative
24,48,Different,Preferred,1,Dative
25,1,Different,Preferred,1,Transitive
25,2,Same,Preferred,1,Locative
25,3,Same,Preferred,1,Dative
25,4,Different,Dispreferred,1,Transitive
25,5,Different,Dispreferred,1,Locative
25,6,Same,Dispreferred,0,Dative
25,7,Same,Preferred,1,Transitive
25,10,Same,Dispreferred,1,Transitive
25,12,Different,Dispreferred,0,Dative
25,13,Different,Preferred,1,Transitive
25,15,Same,Preferred,1,Dative
25,20,Different,Preferred,1,Locative
25,25,Different,Preferred,0,Transitive
25,27,Same,Preferred,1,Dative
25,28,Different,Dispreferred,1,Transitive
25,29,Different,Dispreferred,1,Locative
25,34,Same,Dispreferred,1,Transitive
25,35,Same,Dispreferred,0,Locative
25,36,Different,Dispreferred,1,Dative
25,37,Different,Preferred,0,Transitive
25,38,Same,Preferred,1,Locative
25,40,Different,Dispreferred,0,Transitive
25,42,Same,Dispreferred,1,Dative
25,43,Same,Preferred,1,Transitive
25,44,Different,Preferred,0,Locative
25,46,Same,Dispreferred,1,Transitive
25,47,Same,Dispreferred,1,Locative
26,1,Same,Preferred,1,Transitive
26,2,Different,Preferred,1,Locative
26,3,Different,Preferred,1,Dative
26,4,Same,Dispreferred,1,Transitive
26,5,Same,Dispreferred,1,Locative
26,6,Different,Dispreferred,0,Dative
26,7,Different,Preferred,1,Transitive
26,9,Same,Preferred,0,Dative
26,10,Different,Dispreferred,0,Transitive
26,12,Same,Dispreferred,0,Dative
26,13,Same,Preferred,1,Transitive
26,14,Different,Preferred,1,Locative
26,15,Different,Preferred,1,Dative
26,16,Same,Dispreferred,0,Transitive
26,17,Same,Dispreferred,1,Locative
26,19,Different,Preferred,1,Transitive
26,20,Same,Preferred,1,Locative
26,21,Same,Preferred,1,Dative
26,22,Different,Dispreferred,1,Transitive
26,23,Different,Dispreferred,0,Locative
26,24,Same,Dispreferred,1,Dative
26,25,Same,Preferred,1,Transitive
26,26,Different,Preferred,1,Locative
26,27,Different,Preferred,0,Dative
26,28,Same,Dispreferred,1,Transitive
26,29,Same,Dispreferred,0,Locative
26,30,Different,Dispreferred,0,Dative
26,31,Different,Preferred,0,Transitive
26,33,Same,Preferred,0,Dative
26,35,Different,Dispreferred,0,Locative
26,36,Same,Dispreferred,0,Dative
26,37,Same,Preferred,1,Transitive
26,38,Different,Preferred,1,Locative
26,39,Different,Preferred,1,Dative
26,40,Same,Dispreferred,0,Transitive
26,41,Same,Dispreferred,1,Locative
26,42,Different,Dispreferred,1,Dative
26,43,Different,Preferred,1,Transitive
26,44,Same,Preferred,1,Locative
26,45,Same,Preferred,0,Dative
26,46,Different,Dispreferred,1,Transitive
26,47,Different,Dispreferred,0,Locative
26,48,Same,Dispreferred,1,Dative
27,1,Same,Preferred,1,Transitive
27,3,Different,Preferred,1,Dative
27,4,Same,Dispreferred,1,Transitive
27,5,Same,Dispreferred,0,Locative
27,6,Different,Dispreferred,0,Dative
27,7,Different,Preferred,1,Transitive
27,8,Same,Preferred,1,Locative
27,9,Same,Preferred,0,Dative
27,10,Different,Dispreferred,1,Transitive
27,12,Same,Dispreferred,0,Dative
27,13,Same,Preferred,1,Transitive
27,15,Different,Preferred,1,Dative
27,16,Same,Dispreferred,1,Transitive
27,20,Same,Preferred,1,Locative
27,22,Different,Dispreferred,0,Transitive
27,25,Same,Preferred,1,Transitive
27,27,Different,Preferred,1,Dative
27,28,Same,Dispreferred,1,Transitive
27,30,Different,Dispreferred,0,Dative
27,31,Different,Preferred,0,Transitive
27,33,Same,Preferred,0,Dative
27,34,Different,Dispreferred,0,Transitive
27,36,Same,Dispreferred,0,Dative
27,37,Same,Preferred,0,Transitive
27,38,Different,Preferred,1,Locative
27,40,Same,Dispreferred,0,Transitive
27,42,Different,Dispreferred,0,Dative
27,43,Different,Preferred,1,Transitive
27,44,Same,Preferred,1,Locative
27,45,Same,Preferred,0,Dative
27,46,Different,Dispreferred,1,Transitive
28,1,Different,Preferred,1,Transitive
28,3,Same,Preferred,1,Dative
28,4,Different,Dispreferred,1,Transitive
28,5,Different,Dispreferred,0,Locative
28,6,Same,Dispreferred,1,Dative
28,7,Same,Preferred,1,Transitive
28,9,Different,Preferred,0,Dative
28,10,Same,Dispreferred,0,Transitive
28,11,Same,Dispreferred,1,Locative
28,12,Different,Dispreferred,0,Dative
28,13,Different,Preferred,1,Transitive
28,15,Same,Preferred,1,Dative
28,16,Different,Dispreferred,0,Transitive
28,17,Different,Dispreferred,1,Locative
28,19,Same,Preferred,1,Transitive
28,20,Different,Preferred,1,Locative
28,23,Same,Dispreferred,1,Locative
28,24,Different,Dispreferred,1,Dative
28,25,Different,Preferred,1,Transitive
28,26,Same,Preferred,1,Locative
28,27,Same,Preferred,0,Dative
28,28,Different,Dispreferred,1,Transitive
28,29,Different,Dispreferred,1,Locative
28,30,Same,Dispreferred,1,Dative
28,32,Different,Preferred,0,Locative
28,33,Different,Preferred,0,Dative
28,35,Same,Dispreferred,1,Locative
28,36,Different,Dispreferred,1,Dative
28,37,Different,Preferred,0,Transitive
28,38,Same,Preferred,1,Locative
28,39,Same,Preferred,1,Dative
28,40,Different,Dispreferred,1,Transitive
28,42,Same,Dispreferred,0,Dative
28,43,Same,Preferred,1,Transitive
28,45,Different,Preferred,1,Dative
28,46,Same,Dispreferred,1,Transitive
28,47,Same,Dispreferred,1,Locative
29,2,Same,Dispreferred,1,Locative
29,3,Same,Dispreferred,1,Dative
29,4,Different,Preferred,1,Transitive
29,5,Different,Preferred,1,Locative
29,6,Same,Preferred,1,Dative
29,7,Same,Dispreferred,1,Transitive
29,8,Different,Dispreferred,1,Locative
29,9,Different,Dispreferred,1,Dative
29,10,Same,Preferred,1,Transitive
29,12,Different,Preferred,0,Dative
29,13,Different,Dispreferred,1,Transitive
29,15,Same,Dispreferred,1,Dative
29,18,Same,Preferred,1,Dative
29,19,Same,Dispreferred,1,Transitive
29,20,Different,Dispreferred,1,Locative
29,21,Different,Dispreferred,1,Dative
29,23,Same,Preferred,1,Locative
29,25,Different,Dispreferred,1,Transitive
29,26,Same,Dispreferred,0,Locative
29,27,Same,Dispreferred,1,Dative
29,29,Different,Preferred,1,Locative
29,30,Same,Preferred,1,Dative
29,31,Same,Dispreferred,0,Transitive
29,33,Different,Dispreferred,1,Dative
29,34,Same,Preferred,1,Transitive
29,35,Same,Preferred,0,Locative
29,36,Different,Preferred,1,Dative
29,37,Different,Dispreferred,0,Transitive
29,38,Same,Dispreferred,1,Locative
29,39,Same,Dispreferred,1,Dative
29,40,Different,Preferred,0,Transitive
29,42,Same,Preferred,1,Dative
29,43,Same,Dispreferred,1,Transitive
29,45,Different,Dispreferred,1,Dative
29,46,Same,Preferred,1,Transitive
29,48,Different,Preferred,1,Dative
30,1,Same,Dispreferred,1,Transitive
30,2,Different,Dispreferred,1,Locative
30,3,Different,Dispreferred,1,Dative
30,4,Same,Preferred,1,Transitive
30,5,Same,Preferred,1,Locative
30,6,Different,Preferred,1,Dative
30,7,Different,Dispreferred,1,Transitive
30,8,Same,Dispreferred,1,Locative
30,9,Same,Dispreferred,1,Dative
30,12,Same,Preferred,1,Dative
30,13,Same,Dispreferred,0,Transitive
30,15,Different,Dispreferred,1,Dative
30,17,Same,Preferred,1,Locative
30,19,Different,Dispreferred,1,Transitive
30,20,Same,Dispreferred,0,Locative
30,21,Same,Dispreferred,1,Dative
30,22,Different,Preferred,1,Transitive
30,25,Same,Dispreferred,1,Transitive
30,26,Different,Dispreferred,1,Locative
30,27,Different,Dispreferred,0,Dative
30,28,Same,Preferred,1,Transitive
30,30,Different,Preferred,1,Dative
30,31,Different,Dispreferred,0,Transitive
30,32,Same,Dispreferred,0,Locative
30,35,Different,Preferred,1,Locative
30,36,Same,Preferred,1,Dative
30,37,Same,Dispreferred,0,Transitive
30,38,Different,Dispreferred,1,Locative
30,39,Different,Dispreferred,1,Dative
30,40,Same,Preferred,0,Transitive
30,41,Same,Preferred,1,Locative
30,42,Different,Preferred,1,Dative
30,43,Different,Dispreferred,1,Transitive
30,45,Same,Dispreferred,1,Dative
30,47,Different,Preferred,1,Locative
31,1,Same,Dispreferred,1,Transitive
31,2,Different,Dispreferred,1,Locative
31,3,Different,Dispreferred,1,Dative
31,4,Same,Preferred,1,Transitive
31,5,Same,Preferred,1,Locative
31,6,Different,Preferred,1,Dative
31,7,Different,Dispreferred,1,Transitive
31,8,Same,Dispreferred,1,Locative
31,9,Same,Dispreferred,1,Dative
31,10,Different,Preferred,1,Transitive
31,12,Same,Preferred,1,Dative
31,13,Same,Dispreferred,1,Transitive
31,14,Different,Dispreferred,0,Locative
31,15,Different,Dispreferred,1,Dative
31,18,Different,Preferred,1,Dative
31,19,Different,Dispreferred,1,Transitive
31,20,Same,Dispreferred,0,Locative
31,21,Same,Dispreferred,1,Dative
31,22,Different,Preferred,1,Transitive
31,25,Same,Dispreferred,1,Transitive
31,26,Different,Dispreferred,0,Locative
31,27,Different,Dispreferred,0,Dative
31,28,Same,Preferred,0,Transitive
31,29,Same,Preferred,0,Locative
31,30,Different,Preferred,0,Dative
31,32,Same,Dispreferred,0,Locative
31,34,Different,Preferred,1,Transitive
31,35,Different,Preferred,0,Locative
31,36,Same,Preferred,1,Dative
31,37,Same,Dispreferred,0,Transitive
31,39,Different,Dispreferred,1,Dative
31,40,Same,Preferred,0,Transitive
31,41,Same,Preferred,0,Locative
31,42,Different,Preferred,0,Dative
31,43,Different,Dispreferred,0,Transitive
31,44,Same,Dispreferred,0,Locative
31,45,Same,Dispreferred,1,Dative
31,46,Different,Preferred,1,Transitive
31,48,Same,Preferred,1,Dative
32,1,Different,Dispreferred,1,Transitive
32,2,Same,Dispreferred,1,Locative
32,3,Same,Dispreferred,1,Dative
32,4,Different,Preferred,1,Transitive
32,5,Different,Preferred,0,Locative
32,6,Same,Preferred,0,Dative
32,7,Same,Dispreferred,1,Transitive
32,8,Different,Dispreferred,0,Locative
32,9,Different,Dispreferred,0,Dative
32,10,Same,Preferred,1,Transitive
32,12,Different,Preferred,0,Dative
32,13,Different,Dispreferred,0,Transitive
32,15,Same,Dispreferred,1,Dative
32,16,Different,Preferred,0,Transitive
32,18,Same,Preferred,1,Dative
32,19,Same,Dispreferred,1,Transitive
32,20,Different,Dispreferred,0,Locative
32,21,Different,Dispreferred,0,Dative
32,22,Same,Preferred,0,Transitive
32,24,Different,Preferred,0,Dative
32,25,Different,Dispreferred,0,Transitive
32,26,Same,Dispreferred,1,Locative
32,27,Same,Dispreferred,0,Dative
32,29,Different,Preferred,1,Locative
32,30,Same,Preferred,1,Dative
32,31,Same,Dispreferred,1,Transitive
32,33,Different,Dispreferred,1,Dative
32,34,Same,Preferred,0,Transitive
32,35,Same,Preferred,0,Locative
32,36,Different,Preferred,1,Dative
32,37,Different,Dispreferred,0,Transitive
32,39,Same,Dispreferred,1,Dative
32,40,Different,Preferred,0,Transitive
32,41,Different,Preferred,1,Locative
32,42,Same,Preferred,0,Dative
32,43,Same,Dispreferred,1,Transitive
32,44,Different,Dispreferred,1,Locative
32,45,Different,Dispreferred,1,Dative
32,46,Same,Preferred,1,Transitive
33,1,Different,Preferred,0,Transitive
33,3,Same,Preferred,1,Dative
33,6,Same,Dispreferred,1,Dative
33,7,Same,Preferred,1,Transitive
33,9,Different,Preferred,1,Dative
33,10,Same,Dispreferred,1,Transitive
33,12,Different,Dispreferred,1,Dative
33,13,Different,Preferred,0,Transitive
33,15,Same,Preferred,1,Dative
33,20,Different,Preferred,1,Locative
33,22,Same,Dispreferred,1,Transitive
33,25,Different,Preferred,0,Transitive
33,27,Same,Preferred,0,Dative
33,28,Different,Dispreferred,0,Transitive
33,29,Different,Dispreferred,1,Locative
33,30,Same,Dispreferred,1,Dative
33,31,Same,Preferred,0,Transitive
33,32,Different,Preferred,1,Locative
33,33,Different,Preferred,0,Dative
33,34,Same,Dispreferred,1,Transitive
33,35,Same,Dispreferred,0,Locative
33,36,Different,Dispreferred,0,Dative
33,37,Different,Preferred,0,Transitive
33,39,Same,Preferred,1,Dative
33,40,Different,Dispreferred,0,Transitive
33,42,Same,Dispreferred,1,Dative
33,43,Same,Preferred,1,Transitive
33,45,Different,Preferred,1,Dative
33,46,Same,Dispreferred,1,Transitive
33,47,Same,Dispreferred,0,Locative
33,48,Different,Dispreferred,1,Dative
34,1,Same,Preferred,1,Transitive
34,2,Different,Preferred,1,Locative
34,4,Same,Dispreferred,0,Transitive
34,6,Different,Dispreferred,1,Dative
34,7,Different,Preferred,1,Transitive
34,9,Same,Preferred,1,Dative
34,10,Different,Dispreferred,0,Transitive
34,12,Same,Dispreferred,1,Dative
34,13,Same,Preferred,0,Transitive
34,15,Different,Preferred,1,Dative
34,16,Same,Dispreferred,0,Transitive
34,17,Same,Dispreferred,1,Locative
34,18,Different,Dispreferred,1,Dative
34,19,Different,Preferred,1,Transitive
34,20,Same,Preferred,0,Locative
34,22,Different,Dispreferred,1,Transitive
34,23,Different,Dispreferred,0,Locative
34,24,Same,Dispreferred,1,Dative
34,25,Same,Preferred,0,Transitive
34,26,Different,Preferred,1,Locative
34,27,Different,Preferred,1,Dative
34,28,Same,Dispreferred,0,Transitive
34,30,Different,Dispreferred,1,Dative
34,31,Different,Preferred,0,Transitive
34,32,Same,Preferred,1,Locative
34,33,Same,Preferred,1,Dative
34,34,Different,Dispreferred,1,Transitive
34,35,Different,Dispreferred,1,Locative
34,37,Same,Preferred,0,Transitive
34,39,Different,Preferred,1,Dative
34,40,Same,Dispreferred,0,Transitive
34,41,Same,Dispreferred,1,Locative
34,42,Different,Dispreferred,1,Dative
34,43,Different,Preferred,1,Transitive
34,44,Same,Preferred,1,Locative
34,45,Same,Preferred,1,Dative
34,46,Different,Dispreferred,1,Transitive
34,48,Same,Dispreferred,1,Dative
35,1,Same,Preferred,1,Transitive
35,2,Different,Preferred,1,Locative
35,3,Different,Preferred,1,Dative
35,4,Same,Dispreferred,1,Transitive
35,5,Same,Dispreferred,1,Locative
35,6,Different,Dispreferred,1,Dative
35,7,Different,Preferred,1,Transitive
35,8,Same,Preferred,1,Locative
35,9,Same,Preferred,1,Dative
35,10,Different,Dispreferred,0,Transitive
35,12,Same,Dispreferred,1,Dative
35,15,Different,Preferred,1,Dative
35,16,Same,Dispreferred,0,Transitive
35,18,Different,Dispreferred,1,Dative
35,19,Different,Preferred,0,Transitive
35,22,Different,Dispreferred,0,Transitive
35,24,Same,Dispreferred,1,Dative
35,25,Same,Preferred,0,Transitive
35,26,Different,Preferred,1,Locative
35,27,Different,Preferred,1,Dative
35,28,Same,Dispreferred,0,Transitive
35,29,Same,Dispreferred,1,Locative
35,30,Different,Dispreferred,1,Dative
35,31,Different,Preferred,0,Transitive
35,32,Same,Preferred,1,Locative
35,33,Same,Preferred,1,Dative
35,34,Different,Dispreferred,0,Transitive
35,35,Different,Dispreferred,1,Locative
35,36,Same,Dispreferred,1,Dative
35,37,Same,Preferred,0,Transitive
35,38,Different,Preferred,1,Locative
35,39,Different,Preferred,1,Dative
35,40,Same,Dispreferred,0,Transitive
35,42,Different,Dispreferred,1,Dative
35,43,Different,Preferred,1,Transitive
35,44,Same,Preferred,1,Locative
35,45,Same,Preferred,1,Dative
35,46,Different,Dispreferred,1,Transitive
35,48,Same,Dispreferred,1,Dative
36,1,Different,Preferred,0,Transitive
36,2,Same,Preferred,1,Locative
36,3,Same,Preferred,1,Dative
36,4,Different,Dispreferred,0,Transitive
36,5,Different,Dispreferred,1,Locative
36,6,Same,Dispreferred,1,Dative
36,7,Same,Preferred,1,Transitive
36,8,Different,Preferred,1,Locative
36,9,Different,Preferred,1,Dative
36,10,Same,Dispreferred,0,Transitive
36,12,Different,Dispreferred,1,Dative
36,13,Different,Preferred,0,Transitive
36,15,Same,Preferred,1,Dative
36,16,Different,Dispreferred,0,Transitive
36,19,Same,Preferred,1,Transitive
36,20,Different,Preferred,1,Locative
36,22,Same,Dispreferred,1,Transitive
36,25,Different,Preferred,0,Transitive
36,27,Same,Preferred,1,Dative
36,28,Different,Dispreferred,1,Transitive
36,29,Different,Dispreferred,1,Locative
36,30,Same,Dispreferred,1,Dative
36,31,Same,Preferred,0,Transitive
36,33,Different,Preferred,1,Dative
36,34,Same,Dispreferred,0,Transitive
36,36,Different,Dispreferred,1,Dative
36,37,Different,Preferred,0,Transitive
36,38,Same,Preferred,1,Locative
36,40,Different,Dispreferred,0,Transitive
36,42,Same,Dispreferred,1,Dative
36,43,Same,Preferred,1,Transitive
36,44,Different,Preferred,1,Locative
36,45,Different,Preferred,1,Dative
36,46,Same,Dispreferred,1,Transitive
37,4,Different,Preferred,1,Transitive
37,5,Different,Preferred,1,Locative
37,6,Same,Preferred,0,Dative
37,7,Same,Dispreferred,1,Transitive
37,9,Different,Dispreferred,0,Dative
37,12,Different,Preferred,0,Dative
37,13,Different,Dispreferred,0,Transitive
37,15,Same,Dispreferred,1,Dative
37,16,Different,Preferred,0,Transitive
37,21,Different,Dispreferred,1,Dative
37,22,Same,Preferred,1,Transitive
37,25,Different,Dispreferred,1,Transitive
37,26,Same,Dispreferred,1,Locative
37,27,Same,Dispreferred,0,Dative
37,28,Different,Preferred,1,Transitive
37,29,Different,Preferred,1,Locative
37,30,Same,Preferred,1,Dative
37,34,Same,Preferred,1,Transitive
37,35,Same,Preferred,1,Locative
37,37,Different,Dispreferred,0,Transitive
37,38,Same,Dispreferred,1,Locative
37,40,Different,Preferred,0,Transitive
37,42,Same,Preferred,0,Dative
37,43,Same,Dispreferred,1,Transitive
37,45,Different,Dispreferred,1,Dative
37,46,Same,Preferred,1,Transitive
38,1,Same,Dispreferred,1,Transitive
38,2,Different,Dispreferred,0,Locative
38,3,Different,Dispreferred,0,Dative
38,4,Same,Preferred,1,Transitive
38,5,Same,Preferred,0,Locative
38,6,Different,Preferred,1,Dative
38,7,Different,Dispreferred,1,Transitive
38,8,Same,Dispreferred,1,Locative
38,10,Different,Preferred,1,Transitive
38,13,Same,Dispreferred,0,Transitive
38,15,Different,Dispreferred,0,Dative
38,18,Different,Preferred,0,Dative
38,19,Different,Dispreferred,1,Transitive
38,21,Same,Dispreferred,1,Dative
38,22,Different,Preferred,1,Transitive
38,24,Same,Preferred,1,Dative
38,25,Same,Dispreferred,1,Transitive
38,27,Different,Dispreferred,0,Dative
38,28,Same,Preferred,1,Transitive
38,29,Same,Preferred,0,Locative
38,30,Different,Preferred,1,Dative
38,34,Different,Preferred,1,Transitive
38,35,Different,Preferred,0,Locative
38,36,Same,Preferred,1,Dative
38,37,Same,Dispreferred,0,Transitive
38,40,Same,Preferred,0,Transitive
38,41,Same,Preferred,1,Locative
38,42,Different,Preferred,0,Dative
38,43,Different,Dispreferred,0,Transitive
38,46,Different,Preferred,1,Transitive
39,1,Same,Dispreferred,1,Transitive
39,2,Different,Dispreferred,1,Locative
39,4,Same,Preferred,1,Transitive
39,5,Same,Preferred,0,Locative
39,6,Different,Preferred,0,Dative
39,7,Different,Dispreferred,1,Transitive
39,8,Same,Dispreferred,1,Locative
39,9,Same,Dispreferred,0,Dative
39,10,Different,Preferred,1,Transitive
39,12,Same,Preferred,0,Dative
39,13,Same,Dispreferred,0,Transitive
39,14,Different,Dispreferred,1,Locative
39,15,Different,Dispreferred,0,Dative
39,18,Different,Preferred,1,Dative
39,19,Different,Dispreferred,1,Transitive
39,20,Same,Dispreferred,0,Locative
39,21,Same,Dispreferred,1,Dative
39,22,Different,Preferred,1,Transitive
39,23,Different,Preferred,1,Locative
39,25,Same,Dispreferred,1,Transitive
39,26,Different,Dispreferred,1,Locative
39,27,Different,Dispreferred,0,Dative
39,28,Same,Preferred,1,Transitive
39,30,Different,Preferred,1,Dative
39,33,Same,Dispreferred,0,Dative
39,34,Different,Preferred,1,Transitive
39,35,Different,Preferred,1,Locative
39,37,Same,Dispreferred,0,Transitive
39,39,Different,Dispreferred,1,Dative
39,40,Same,Preferred,0,Transitive
39,42,Different,Preferred,0,Dative
39,43,Different,Dispreferred,1,Transitive
39,45,Same,Dispreferred,1,Dative
39,46,Different,Preferred,1,Transitive
40,1,Different,Dispreferred,1,Transitive
40,4,Different,Preferred,1,Transitive
40,6,Same,Preferred,0,Dative
40,7,Same,Dispreferred,1,Transitive
40,8,Different,Dispreferred,0,Locative
40,9,Different,Dispreferred,0,Dative
40,10,Same,Preferred,1,Transitive
40,12,Different,Preferred,0,Dative
40,13,Different,Dispreferred,1,Transitive
40,18,Same,Preferred,1,Dative
40,19,Same,Dispreferred,1,Transitive
40,20,Different,Dispreferred,0,Locative
40,21,Different,Dispreferred,1,Dative
40,22,Same,Preferred,1,Transitive
40,24,Different,Preferred,1,Dative
40,25,Different,Dispreferred,1,Transitive
40,26,Same,Dispreferred,1,Locative
40,27,Same,Dispreferred,1,Dative
40,28,Different,Preferred,1,Transitive
40,29,Different,Preferred,1,Locative
40,30,Same,Preferred,1,Dative
40,31,Same,Dispreferred,0,Transitive
40,33,Different,Dispreferred,1,Dative
40,34,Same,Preferred,0,Transitive
40,35,Same,Preferred,1,Locative
40,36,Different,Preferred,1,Dative
40,37,Different,Dispreferred,0,Transitive
40,40,Different,Preferred,0,Transitive
40,41,Different,Preferred,1,Locative
40,42,Same,Preferred,1,Dative
40,43,Same,Dispreferred,0,Transitive
40,44,Different,Dispreferred,1,Locative
40,46,Same,Preferred,1,Transitive
40,47,Same,Preferred,1,Locative
41,1,Different,Preferred,1,Transitive
41,2,Same,Preferred,1,Locative
41,4,Different,Dispreferred,1,Transitive
41,5,Different,Dispreferred,0,Locative
41,6,Same,Dispreferred,1,Dative
41,7,Same,Preferred,1,Transitive
41,8,Different,Preferred,1,Locative
41,9,Different,Preferred,1,Dative
41,11,Same,Dispreferred,1,Locative
41,12,Different,Dispreferred,1,Dative
41,13,Different,Preferred,1,Transitive
41,17,Different,Dispreferred,1,Locative
41,18,Same,Dispreferred,1,Dative
41,19,Same,Preferred,1,Transitive
41,20,Different,Preferred,0,Locative
41,21,Different,Preferred,1,Dative
41,22,Same,Dispreferred,1,Transitive
41,23,Same,Dispreferred,1,Locative
41,25,Different,Preferred,0,Transitive
41,27,Same,Preferred,0,Dative
41,28,Different,Dispreferred,0,Transitive
41,29,Different,Dispreferred,1,Locative
41,30,Same,Dispreferred,1,Dative
41,33,Different,Preferred,0,Dative
41,34,Same,Dispreferred,1,Transitive
41,35,Same,Dispreferred,0,Locative
41,36,Different,Dispreferred,1,Dative
41,37,Different,Preferred,1,Transitive
41,39,Same,Preferred,1,Dative
41,40,Different,Dispreferred,0,Transitive
41,41,Different,Dispreferred,1,Locative
41,42,Same,Dispreferred,1,Dative
41,43,Same,Preferred,1,Transitive
41,45,Different,Preferred,1,Dative
41,46,Same,Dispreferred,1,Transitive
41,47,Same,Dispreferred,1,Locative
41,48,Different,Dispreferred,1,Dative
42,1,Same,Preferred,1,Transitive
42,2,Different,Preferred,1,Locative
42,3,Different,Preferred,1,Dative
42,4,Same,Dispreferred,0,Transitive
42,6,Different,Dispreferred,0,Dative
42,7,Different,Preferred,1,Transitive
42,8,Same,Preferred,1,Locative
42,9,Same,Preferred,1,Dative
