Subject	Trial	TargBinary	ExpCond	PrimeCategory	PrimeType
37	4	0	Same	Transitive	Prime_B
37	3	1	Different	Locative	Prime_B
37	2	0	Different	Transitive	Prime_B
37	1	0	Same	Locative	Prime_B
37	24	0	Different	Locative	Prime_B
37	23	0	Same	Dative	Prime_B
37	22	1	Different	Transitive	Prime_B
37	21	1	Different	Locative	Prime_A
37	20	1	Same	Dative	Prime_A
37	19	1	Same	Transitive	Prime_A
37	18	1	Same	Locative	Prime_A
37	17	0	Same	Transitive	Prime_B
37	15	1	Different	Transitive	Prime_A
37	14	1	Same	Locative	Prime_B
37	13	0	Different	Dative	Prime_B
38	2	1	Same	Transitive	Prime_B
38	4	1	Different	Transitive	Prime_B
38	5	1	Same	Dative	Prime_A
38	7	1	Different	Dative	Prime_A
38	8	1	Same	Transitive	Prime_A
38	9	0	Same	Dative	Prime_B
38	10	0	Different	Locative	Prime_A
38	11	0	Different	Dative	Prime_B
38	12	1	Different	Transitive	Prime_A
38	13	1	Same	Dative	Prime_B
38	14	1	Different	Locative	Prime_B
38	15	1	Same	Transitive	Prime_A
38	16	1	Same	Dative	Prime_A
38	17	0	Different	Transitive	Prime_B
38	18	1	Different	Locative	Prime_A
38	19	1	Different	Transitive	Prime_A
38	20	1	Different	Dative	Prime_A
38	21	1	Same	Locative	Prime_A
38	22	0	Same	Transitive	Prime_B
38	23	0	Different	Dative	Prime_B
38	24	0	Same	Locative	Prime_B
39	12	0	Different	Transitive	Prime_B
39	11	1	Different	Dative	Prime_A
39	10	1	Different	Locative	Prime_B
39	9	0	Same	Dative	Prime_A
39	8	0	Same	Transitive	Prime_B
39	7	0	Different	Dative	Prime_B
39	6	1	Same	Locative	Prime_B
39	5	0	Same	Dative	Prime_B
39	4	0	Different	Transitive	Prime_A
39	3	0	Same	Locative	Prime_A
39	2	1	Same	Transitive	Prime_A
39	24	0	Same	Locative	Prime_A
39	23	0	Different	Dative	Prime_A
39	22	1	Same	Transitive	Prime_A
39	20	1	Different	Dative	Prime_B
39	19	0	Different	Transitive	Prime_B
39	18	1	Different	Locative	Prime_B
39	17	0	Different	Transitive	Prime_A
39	16	0	Same	Dative	Prime_B
39	15	0	Same	Transitive	Prime_B
39	13	1	Same	Dative	Prime_A
40	1	0	Same	Locative	Prime_A
40	2	1	Different	Transitive	Prime_A
40	3	0	Different	Locative	Prime_A
40	4	1	Same	Transitive	Prime_A
40	5	1	Different	Dative	Prime_B
40	7	1	Same	Dative	Prime_B
40	8	1	Different	Transitive	Prime_B
40	9	1	Different	Dative	Prime_A
40	11	1	Same	Dative	Prime_A
40	12	1	Same	Transitive	Prime_B
40	13	1	Different	Dative	Prime_A
40	14	1	Same	Locative	Prime_A
40	15	1	Different	Transitive	Prime_B
40	17	1	Same	Transitive	Prime_A
40	19	1	Same	Transitive	Prime_B
40	20	1	Same	Dative	Prime_B
40	21	0	Different	Locative	Prime_B
40	22	1	Different	Transitive	Prime_A
40	23	1	Same	Dative	Prime_A
40	24	0	Different	Locative	Prime_A
41	1	0	Different	Locative	Prime_A
41	2	1	Same	Transitive	Prime_A
41	3	0	Same	Locative	Prime_A
41	4	0	Different	Transitive	Prime_A
41	5	0	Same	Dative	Prime_B
41	6	0	Same	Locative	Prime_B
41	7	0	Different	Dative	Prime_B
41	8	0	Same	Transitive	Prime_B
41	9	1	Same	Dative	Prime_A
41	11	0	Different	Dative	Prime_A
41	12	1	Different	Transitive	Prime_B
41	13	1	Same	Dative	Prime_A
41	14	1	Different	Locative	Prime_A
41	15	1	Same	Transitive	Prime_B
41	16	0	Same	Dative	Prime_B
41	17	1	Different	Transitive	Prime_A
41	18	0	Different	Locative	Prime_B
41	19	1	Different	Transitive	Prime_B
41	20	0	Different	Dative	Prime_B
41	21	1	Same	Locative	Prime_B
41	22	1	Same	Transitive	Prime_A
41	23	0	Different	Dative	Prime_A
41	24	1	Same	Locative	Prime_A
42	12	1	Same	Transitive	Prime_B
42	9	0	Different	Dative	Prime_A
42	8	1	Different	Transitive	Prime_B
42	7	0	Same	Dative	Prime_B
42	4	1	Same	Transitive	Prime_A
42	2	1	Different	Transitive	Prime_A
42	24	0	Different	Locative	Prime_A
42	23	0	Same	Dative	Prime_A
42	22	1	Different	Transitive	Prime_A
42	21	1	Different	Locative	Prime_B
42	20	1	Same	Dative	Prime_B
42	19	0	Same	Transitive	Prime_B
42	17	0	Same	Transitive	Prime_A
42	16	1	Different	Dative	Prime_B
42	15	1	Different	Transitive	Prime_B
42	13	0	Different	Dative	Prime_A
43	1	0	Same	Locative	Prime_B
43	2	1	Different	Transitive	Prime_B
43	5	0	Different	Dative	Prime_A
43	6	0	Different	Locative	Prime_A
43	7	0	Same	Dative	Prime_A
43	8	1	Different	Transitive	Prime_A
43	9	1	Different	Dative	Prime_B
43	11	0	Same	Dative	Prime_B
43	12	1	Same	Transitive	Prime_A
43	13	1	Different	Dative	Prime_B
43	15	1	Different	Transitive	Prime_A
43	17	1	Same	Transitive	Prime_B
43	18	1	Same	Locative	Prime_A
43	19	1	Same	Transitive	Prime_A
43	21	1	Different	Locative	Prime_A
43	22	1	Different	Transitive	Prime_B
43	23	1	Same	Dative	Prime_B
43	24	0	Different	Locative	Prime_B
44	12	1	Different	Transitive	Prime_A
44	11	0	Different	Dative	Prime_B
44	10	1	Different	Locative	Prime_A
44	9	1	Same	Dative	Prime_B
44	8	1	Same	Transitive	Prime_A
44	7	0	Different	Dative	Prime_A
44	6	1	Same	Locative	Prime_A
44	5	1	Same	Dative	Prime_A
44	4	0	Different	Transitive	Prime_B
44	2	1	Same	Transitive	Prime_B
44	1	0	Different	Locative	Prime_B
44	24	1	Same	Locative	Prime_B
44	23	1	Different	Dative	Prime_B
44	22	0	Same	Transitive	Prime_B
44	21	1	Same	Locative	Prime_A
44	20	1	Different	Dative	Prime_A
44	19	1	Different	Transitive	Prime_A
44	18	1	Different	Locative	Prime_A
44	17	0	Different	Transitive	Prime_B
44	16	1	Same	Dative	Prime_A
44	15	1	Same	Transitive	Prime_A
44	14	1	Different	Locative	Prime_B
44	13	1	Same	Dative	Prime_B
45	12	1	Same	Transitive	Prime_B
45	11	0	Same	Dative	Prime_A
45	10	1	Same	Locative	Prime_B
45	9	1	Different	Dative	Prime_A
45	8	1	Different	Transitive	Prime_B
45	7	0	Same	Dative	Prime_B
45	5	0	Different	Dative	Prime_B
45	4	1	Same	Transitive	Prime_A
45	2	1	Different	Transitive	Prime_A
45	1	0	Same	Locative	Prime_A
45	23	0	Same	Dative	Prime_A
45	22	1	Different	Transitive	Prime_A
45	21	1	Different	Locative	Prime_B
45	20	0	Same	Dative	Prime_B
45	18	1	Same	Locative	Prime_B
45	17	1	Same	Transitive	Prime_A
45	16	0	Different	Dative	Prime_B
45	15	1	Different	Transitive	Prime_B
45	14	1	Same	Locative	Prime_A
45	13	0	Different	Dative	Prime_A
46	1	1	Different	Locative	Prime_A
46	2	1	Same	Transitive	Prime_A
46	4	0	Different	Transitive	Prime_A
46	5	1	Same	Dative	Prime_B
46	7	0	Different	Dative	Prime_B
46	8	1	Same	Transitive	Prime_B
46	9	1	Same	Dative	Prime_A
46	10	1	Different	Locative	Prime_B
46	11	1	Different	Dative	Prime_A
46	12	0	Different	Transitive	Prime_B
46	13	0	Same	Dative	Prime_A
46	14	1	Different	Locative	Prime_A
46	15	1	Same	Transitive	Prime_B
46	16	0	Same	Dative	Prime_B
46	17	0	Different	Transitive	Prime_A
46	18	1	Different	Locative	Prime_B
46	19	0	Different	Transitive	Prime_B
46	20	0	Different	Dative	Prime_B
46	21	1	Same	Locative	Prime_B
46	22	1	Same	Transitive	Prime_A
46	23	0	Different	Dative	Prime_A
46	24	1	Same	Locative	Prime_A
47	12	1	Different	Transitive	Prime_A
47	11	1	Different	Dative	Prime_B
47	9	0	Same	Dative	Prime_B
47	8	1	Same	Transitive	Prime_A
47	7	1	Different	Dative	Prime_A
47	6	0	Same	Locative	Prime_A
47	5	0	Same	Dative	Prime_A
47	4	0	Different	Transitive	Prime_B
47	3	0	Same	Locative	Prime_B
47	2	1	Same	Transitive	Prime_B
47	1	1	Different	Locative	Prime_B
47	23	1	Different	Dative	Prime_B
47	22	1	Same	Transitive	Prime_B
47	21	1	Same	Locative	Prime_A
47	20	1	Different	Dative	Prime_A
47	19	1	Different	Transitive	Prime_A
47	18	1	Different	Locative	Prime_A
47	17	0	Different	Transitive	Prime_B
47	15	1	Same	Transitive	Prime_A
47	14	1	Different	Locative	Prime_B
47	13	0	Same	Dative	Prime_B
48	1	0	Same	Locative	Prime_B
48	2	0	Different	Transitive	Prime_B
48	3	0	Different	Locative	Prime_B
48	4	0	Same	Transitive	Prime_B
48	5	0	Different	Dative	Prime_A
48	6	0	Different	Locative	Prime_A
48	7	1	Same	Dative	Prime_A
48	8	1	Different	Transitive	Prime_A
48	9	1	Different	Dative	Prime_B
48	10	1	Same	Locative	Prime_A
48	11	1	Same	Dative	Prime_B
48	12	1	Same	Transitive	Prime_A
48	13	0	Different	Dative	Prime_B
48	15	1	Different	Transitive	Prime_A
48	16	1	Different	Dative	Prime_A
48	17	1	Same	Transitive	Prime_B
48	18	1	Same	Locative	Prime_A
48	19	1	Same	Transitive	Prime_A
48	20	1	Same	Dative	Prime_A
48	21	0	Different	Locative	Prime_A
48	22	1	Different	Transitive	Prime_B
48	23	0	Same	Dative	Prime_B
49	1	0	Different	Locative	Prime_B
49	2	1	Same	Transitive	Prime_B
49	4	0	Different	Transitive	Prime_B
49	5	0	Same	Dative	Prime_A
49	7	0	Different	Dative	Prime_A
49	8	1	Same	Transitive	Prime_A
49	9	1	Same	Dative	Prime_B
49	10	1	Different	Locative	Prime_A
49	11	1	Different	Dative	Prime_B
49	12	1	Different	Transitive	Prime_A
49	14	1	Different	Locative	Prime_B
49	15	1	Same	Transitive	Prime_A
49	16	0	Same	Dative	Prime_A
49	17	0	Different	Transitive	Prime_B
49	19	1	Different	Transitive	Prime_A
49	21	1	Same	Locative	Prime_A
49	22	1	Same	Transitive	Prime_B
49	23	0	Different	Dative	Prime_B
50	12	1	Same	Transitive	Prime_A
50	11	0	Same	Dative	Prime_B
50	9	1	Different	Dative	Prime_B
50	5	0	Different	Dative	Prime_A
50	4	1	Same	Transitive	Prime_B
50	24	0	Different	Locative	Prime_B
50	23	1	Same	Dative	Prime_B
50	22	1	Different	Transitive	Prime_B
50	20	1	Same	Dative	Prime_A
50	19	1	Same	Transitive	Prime_A
50	18	1	Same	Locative	Prime_A
50	17	1	Same	Transitive	Prime_B
50	16	1	Different	Dative	Prime_A
50	15	1	Different	Transitive	Prime_A
50	14	1	Same	Locative	Prime_B
50	13	1	Different	Dative	Prime_B
51	1	1	Same	Locative	Prime_A
51	2	1	Different	Transitive	Prime_A
51	4	1	Same	Transitive	Prime_A
51	7	0	Same	Dative	Prime_B
51	8	0	Different	Transitive	Prime_B
51	9	0	Different	Dative	Prime_A
51	10	1	Same	Locative	Prime_B
51	11	1	Same	Dative	Prime_A
51	13	1	Different	Dative	Prime_A
51	15	0	Different	Transitive	Prime_B
51	16	1	Different	Dative	Prime_B
51	17	0	Same	Transitive	Prime_A
51	18	1	Same	Locative	Prime_B
51	19	0	Same	Transitive	Prime_B
51	20	1	Same	Dative	Prime_B
51	21	1	Different	Locative	Prime_B
51	22	1	Different	Transitive	Prime_A
51	23	1	Same	Dative	Prime_A
51	24	0	Different	Locative	Prime_A
52	11	0	Different	Dative	Prime_A
52	9	1	Same	Dative	Prime_A
52	8	1	Same	Transitive	Prime_B
52	7	0	Different	Dative	Prime_B
52	5	1	Same	Dative	Prime_B
52	4	1	Different	Transitive	Prime_A
52	2	1	Same	Transitive	Prime_A
52	1	1	Different	Locative	Prime_A
52	24	1	Same	Locative	Prime_A
52	23	1	Different	Dative	Prime_A
52	22	1	Same	Transitive	Prime_A
52	21	1	Same	Locative	Prime_B
52	20	1	Different	Dative	Prime_B
52	19	1	Different	Transitive	Prime_B
52	18	1	Different	Locative	Prime_B
52	17	1	Different	Transitive	Prime_A
52	16	1	Same	Dative	Prime_B
52	15	1	Same	Transitive	Prime_B
52	14	1	Different	Locative	Prime_A
53	12	1	Same	Transitive	Prime_A
53	11	0	Same	Dative	Prime_B
53	9	0	Different	Dative	Prime_B
53	8	1	Different	Transitive	Prime_A
53	7	0	Same	Dative	Prime_A
53	5	1	Different	Dative	Prime_A
53	4	0	Same	Transitive	Prime_B
53	3	0	Different	Locative	Prime_B
53	2	0	Different	Transitive	Prime_B
53	1	0	Same	Locative	Prime_B
53	24	0	Different	Locative	Prime_B
53	23	0	Same	Dative	Prime_B
53	22	0	Different	Transitive	Prime_B
53	21	1	Different	Locative	Prime_A
53	20	1	Same	Dative	Prime_A
53	19	1	Same	Transitive	Prime_A
53	17	0	Same	Transitive	Prime_B
53	16	1	Different	Dative	Prime_A
53	15	1	Different	Transitive	Prime_A
53	13	0	Different	Dative	Prime_B
54	1	0	Different	Locative	Prime_B
54	2	0	Same	Transitive	Prime_B
54	3	0	Same	Locative	Prime_B
54	4	0	Different	Transitive	Prime_B
54	5	1	Same	Dative	Prime_A
54	6	1	Same	Locative	Prime_A
54	7	1	Different	Dative	Prime_A
54	8	1	Same	Transitive	Prime_A
54	9	1	Same	Dative	Prime_B
54	10	1	Different	Locative	Prime_A
54	12	1	Different	Transitive	Prime_A
54	13	0	Same	Dative	Prime_B
54	14	1	Different	Locative	Prime_B
54	15	1	Same	Transitive	Prime_A
54	17	0	Different	Transitive	Prime_B
54	18	1	Different	Locative	Prime_A
54	19	1	Different	Transitive	Prime_A
54	20	1	Different	Dative	Prime_A
54	21	1	Same	Locative	Prime_A
54	22	0	Same	Transitive	Prime_B
54	23	0	Different	Dative	Prime_B
54	24	0	Same	Locative	Prime_B
55	12	1	Different	Transitive	Prime_B
55	11	1	Different	Dative	Prime_A
55	10	1	Different	Locative	Prime_B
55	7	1	Different	Dative	Prime_B
55	4	0	Different	Transitive	Prime_A
55	1	1	Different	Locative	Prime_A
55	24	1	Same	Locative	Prime_A
55	23	1	Different	Dative	Prime_A
55	22	1	Same	Transitive	Prime_A
55	21	1	Same	Locative	Prime_B
55	19	0	Different	Transitive	Prime_B
55	18	1	Different	Locative	Prime_B
55	17	0	Different	Transitive	Prime_A
55	15	0	Same	Transitive	Prime_B
55	14	0	Different	Locative	Prime_A
56	2	1	Different	Transitive	Prime_A
56	4	1	Same	Transitive	Prime_A
56	6	1	Different	Locative	Prime_B
56	7	1	Same	Dative	Prime_B
56	8	1	Different	Transitive	Prime_B
56	9	0	Different	Dative	Prime_A
56	10	1	Same	Locative	Prime_B
56	12	1	Same	Transitive	Prime_B
56	13	0	Different	Dative	Prime_A
56	14	1	Same	Locative	Prime_A
56	15	1	Different	Transitive	Prime_B
56	17	1	Same	Transitive	Prime_A
56	18	1	Same	Locative	Prime_B
56	19	1	Same	Transitive	Prime_B
56	20	1	Same	Dative	Prime_B
56	21	0	Different	Locative	Prime_B
56	22	1	Different	Transitive	Prime_A
56	23	1	Same	Dative	Prime_A
56	24	1	Different	Locative	Prime_A
57	1	1	Different	Locative	Prime_A
57	2	1	Same	Transitive	Prime_A
57	4	1	Different	Transitive	Prime_A
57	5	1	Same	Dative	Prime_B
57	6	0	Same	Locative	Prime_B
57	7	1	Different	Dative	Prime_B
57	8	1	Same	Transitive	Prime_B
57	9	1	Same	Dative	Prime_A
57	10	1	Different	Locative	Prime_B
57	11	1	Different	Dative	Prime_A
57	12	1	Different	Transitive	Prime_B
57	13	0	Same	Dative	Prime_A
57	14	1	Different	Locative	Prime_A
57	15	1	Same	Transitive	Prime_B
57	16	1	Same	Dative	Prime_B
57	17	0	Different	Transitive	Prime_A
57	18	1	Different	Locative	Prime_B
57	19	0	Different	Transitive	Prime_B
57	20	1	Different	Dative	Prime_B
57	21	1	Same	Locative	Prime_B
57	22	1	Same	Transitive	Prime_A
57	23	1	Different	Dative	Prime_A
57	24	0	Same	Locative	Prime_A
58	12	0	Same	Transitive	Prime_B
58	11	0	Same	Dative	Prime_A
58	9	1	Different	Dative	Prime_A
58	8	1	Different	Transitive	Prime_B
58	7	0	Same	Dative	Prime_B
58	5	0	Different	Dative	Prime_B
58	4	1	Same	Transitive	Prime_A
58	3	1	Different	Locative	Prime_A
58	2	1	Different	Transitive	Prime_A
58	1	1	Same	Locative	Prime_A
58	24	1	Different	Locative	Prime_A
58	23	0	Same	Dative	Prime_A
58	22	1	Different	Transitive	Prime_A
58	21	0	Different	Locative	Prime_B
58	20	0	Same	Dative	Prime_B
58	19	0	Same	Transitive	Prime_B
58	18	1	Same	Locative	Prime_B
58	17	1	Same	Transitive	Prime_A
58	16	1	Different	Dative	Prime_B
58	15	1	Different	Transitive	Prime_B
58	14	1	Same	Locative	Prime_A
58	13	1	Different	Dative	Prime_A
59	1	0	Same	Locative	Prime_B
59	2	1	Different	Transitive	Prime_B
59	3	1	Different	Locative	Prime_B
59	4	0	Same	Transitive	Prime_B
59	5	0	Different	Dative	Prime_A
59	7	0	Same	Dative	Prime_A
59	8	1	Different	Transitive	Prime_A
59	9	0	Different	Dative	Prime_B
59	10	1	Same	Locative	Prime_A
59	11	0	Same	Dative	Prime_B
59	12	1	Same	Transitive	Prime_A
59	13	0	Different	Dative	Prime_B
59	15	1	Different	Transitive	Prime_A
59	16	1	Different	Dative	Prime_A
59	17	0	Same	Transitive	Prime_B
59	19	0	Same	Transitive	Prime_A
59	20	0	Same	Dative	Prime_A
59	21	1	Different	Locative	Prime_A
59	22	1	Different	Transitive	Prime_B
59	23	0	Same	Dative	Prime_B
59	24	0	Different	Locative	Prime_B
60	12	1	Different	Transitive	Prime_A
60	11	1	Different	Dative	Prime_B
60	10	0	Different	Locative	Prime_A
60	9	1	Same	Dative	Prime_B
60	8	1	Same	Transitive	Prime_A
60	7	1	Different	Dative	Prime_A
60	6	1	Same	Locative	Prime_A
60	5	0	Same	Dative	Prime_A
60	4	0	Different	Transitive	Prime_B
60	3	0	Same	Locative	Prime_B
60	2	0	Same	Transitive	Prime_B
60	1	0	Different	Locative	Prime_B
60	24	0	Same	Locative	Prime_B
60	23	1	Different	Dative	Prime_B
60	22	0	Same	Transitive	Prime_B
60	21	1	Same	Locative	Prime_A
60	20	1	Different	Dative	Prime_A
60	19	0	Different	Transitive	Prime_A
60	18	1	Different	Locative	Prime_A
60	17	0	Different	Transitive	Prime_B
60	16	1	Same	Dative	Prime_A
60	15	1	Same	Transitive	Prime_A
60	14	0	Different	Locative	Prime_B
60	13	0	Same	Dative	Prime_B
61	12	1	Same	Transitive	Prime_B
61	9	1	Different	Dative	Prime_A
61	8	1	Different	Transitive	Prime_B
61	7	0	Same	Dative	Prime_B
61	4	1	Same	Transitive	Prime_A
61	3	0	Different	Locative	Prime_A
61	2	1	Different	Transitive	Prime_A
61	24	0	Different	Locative	Prime_A
61	23	0	Same	Dative	Prime_A
61	22	1	Different	Transitive	Prime_A
61	21	0	Different	Locative	Prime_B
61	20	0	Same	Dative	Prime_B
61	19	1	Same	Transitive	Prime_B
61	18	1	Same	Locative	Prime_B
61	17	1	Same	Transitive	Prime_A
61	16	0	Different	Dative	Prime_B
61	15	1	Different	Transitive	Prime_B
61	14	1	Same	Locative	Prime_A
61	13	0	Different	Dative	Prime_A
62	1	1	Different	Locative	Prime_A
62	2	1	Same	Transitive	Prime_A
62	4	1	Different	Transitive	Prime_A
62	5	0	Same	Dative	Prime_B
62	6	1	Same	Locative	Prime_B
62	7	1	Different	Dative	Prime_B
62	8	0	Same	Transitive	Prime_B
62	9	1	Same	Dative	Prime_A
62	11	0	Different	Dative	Prime_A
62	12	0	Different	Transitive	Prime_B
62	13	1	Same	Dative	Prime_A
62	14	1	Different	Locative	Prime_A
62	15	1	Same	Transitive	Prime_B
62	16	1	Same	Dative	Prime_B
62	17	1	Different	Transitive	Prime_A
62	18	1	Different	Locative	Prime_B
62	19	1	Different	Transitive	Prime_B
62	20	1	Different	Dative	Prime_B
62	21	1	Same	Locative	Prime_B
62	22	1	Same	Transitive	Prime_A
62	23	0	Different	Dative	Prime_A
62	24	0	Same	Locative	Prime_A
63	12	1	Different	Transitive	Prime_A
63	11	1	Different	Dative	Prime_B
63	10	1	Different	Locative	Prime_A
63	9	1	Same	Dative	Prime_B
63	8	1	Same	Transitive	Prime_A
63	7	1	Different	Dative	Prime_A
63	5	1	Same	Dative	Prime_A
63	4	0	Different	Transitive	Prime_B
63	2	1	Same	Transitive	Prime_B
63	1	0	Different	Locative	Prime_B
63	24	1	Same	Locative	Prime_B
63	23	1	Different	Dative	Prime_B
63	22	0	Same	Transitive	Prime_B
63	21	1	Same	Locative	Prime_A
63	20	1	Different	Dative	Prime_A
63	19	0	Different	Transitive	Prime_A
63	18	1	Different	Locative	Prime_A
63	17	0	Different	Transitive	Prime_B
63	16	1	Same	Dative	Prime_A
63	15	1	Same	Transitive	Prime_A
63	13	0	Same	Dative	Prime_B
64	1	0	Same	Locative	Prime_B
64	2	0	Different	Transitive	Prime_B
64	4	1	Same	Transitive	Prime_B
64	5	0	Different	Dative	Prime_A
64	7	0	Same	Dative	Prime_A
64	8	1	Different	Transitive	Prime_A
64	9	0	Different	Dative	Prime_B
64	11	0	Same	Dative	Prime_B
64	12	1	Same	Transitive	Prime_A
64	13	1	Different	Dative	Prime_B
64	14	0	Same	Locative	Prime_B
64	15	1	Different	Transitive	Prime_A
64	16	1	Different	Dative	Prime_A
64	17	1	Same	Transitive	Prime_B
64	18	1	Same	Locative	Prime_A
64	19	1	Same	Transitive	Prime_A
64	20	1	Same	Dative	Prime_A
64	21	1	Different	Locative	Prime_A
64	22	1	Different	Transitive	Prime_B
64	23	0	Same	Dative	Prime_B
64	24	0	Different	Locative	Prime_B
65	2	1	Same	Transitive	Prime_B
65	4	1	Different	Transitive	Prime_B
65	5	0	Same	Dative	Prime_A
65	7	1	Different	Dative	Prime_A
65	9	1	Same	Dative	Prime_B
65	11	1	Different	Dative	Prime_B
65	12	1	Different	Transitive	Prime_A
65	13	0	Same	Dative	Prime_B
65	15	1	Same	Transitive	Prime_A
65	17	0	Different	Transitive	Prime_B
65	18	1	Different	Locative	Prime_A
65	19	1	Different	Transitive	Prime_A
65	21	1	Same	Locative	Prime_A
65	22	1	Same	Transitive	Prime_B
65	23	1	Different	Dative	Prime_B
65	24	0	Same	Locative	Prime_B
66	12	1	Same	Transitive	Prime_A
66	11	0	Same	Dative	Prime_B
66	9	1	Different	Dative	Prime_B
66	8	1	Different	Transitive	Prime_A
66	5	1	Different	Dative	Prime_A
66	3	1	Different	Locative	Prime_B
66	2	1	Different	Transitive	Prime_B
66	1	1	Same	Locative	Prime_B
66	24	1	Different	Locative	Prime_B
66	23	1	Same	Dative	Prime_B
66	22	1	Different	Transitive	Prime_B
66	21	1	Different	Locative	Prime_A
66	20	1	Same	Dative	Prime_A
66	19	1	Same	Transitive	Prime_A
66	18	1	Same	Locative	Prime_A
66	17	1	Same	Transitive	Prime_B
66	16	1	Different	Dative	Prime_A
66	14	1	Same	Locative	Prime_B
66	13	1	Different	Dative	Prime_B
67	1	1	Same	Locative	Prime_A
67	2	1	Different	Transitive	Prime_A
67	4	1	Same	Transitive	Prime_A
67	5	1	Different	Dative	Prime_B
67	7	0	Same	Dative	Prime_B
67	8	1	Different	Transitive	Prime_B
67	9	1	Different	Dative	Prime_A
67	11	0	Same	Dative	Prime_A
67	12	1	Same	Transitive	Prime_B
67	13	0	Different	Dative	Prime_A
67	15	1	Different	Transitive	Prime_B
67	16	0	Different	Dative	Prime_B
67	18	1	Same	Locative	Prime_B
67	19	1	Same	Transitive	Prime_B
67	20	1	Same	Dative	Prime_B
67	21	1	Different	Locative	Prime_B
67	22	0	Different	Transitive	Prime_A
67	23	0	Same	Dative	Prime_A
67	24	0	Different	Locative	Prime_A
68	12	1	Different	Transitive	Prime_B
68	11	1	Different	Dative	Prime_A
68	10	1	Different	Locative	Prime_B
68	9	1	Same	Dative	Prime_A
68	8	1	Same	Transitive	Prime_B
68	7	1	Different	Dative	Prime_B
68	5	1	Same	Dative	Prime_B
68	4	1	Different	Transitive	Prime_A
68	3	1	Same	Locative	Prime_A
68	2	1	Same	Transitive	Prime_A
68	1	0	Different	Locative	Prime_A
68	24	1	Same	Locative	Prime_A
68	23	0	Different	Dative	Prime_A
68	22	1	Same	Transitive	Prime_A
68	21	1	Same	Locative	Prime_B
68	20	1	Different	Dative	Prime_B
68	19	1	Different	Transitive	Prime_B
68	18	1	Different	Locative	Prime_B
68	17	1	Different	Transitive	Prime_A
68	16	1	Same	Dative	Prime_B
68	15	1	Same	Transitive	Prime_B
68	14	1	Different	Locative	Prime_A
68	13	1	Same	Dative	Prime_A
69	12	0	Same	Transitive	Prime_A
69	11	0	Same	Dative	Prime_B
69	7	0	Same	Dative	Prime_A
69	4	0	Same	Transitive	Prime_B
69	2	1	Different	Transitive	Prime_B
69	24	0	Different	Locative	Prime_B
69	23	0	Same	Dative	Prime_B
69	22	0	Different	Transitive	Prime_B
69	21	1	Different	Locative	Prime_A
69	20	1	Same	Dative	Prime_A
69	19	0	Same	Transitive	Prime_A
69	18	1	Same	Locative	Prime_A
69	17	0	Same	Transitive	Prime_B
69	16	1	Different	Dative	Prime_A
69	15	1	Different	Transitive	Prime_A
69	14	1	Same	Locative	Prime_B
69	13	0	Different	Dative	Prime_B
70	1	0	Different	Locative	Prime_B
70	2	1	Same	Transitive	Prime_B
70	3	0	Same	Locative	Prime_B
70	4	1	Different	Transitive	Prime_B
70	5	1	Same	Dative	Prime_A
70	6	1	Same	Locative	Prime_A
70	7	0	Different	Dative	Prime_A
70	8	1	Same	Transitive	Prime_A
70	9	1	Same	Dative	Prime_B
70	10	1	Different	Locative	Prime_A
70	11	0	Different	Dative	Prime_B
70	12	1	Different	Transitive	Prime_A
70	13	0	Same	Dative	Prime_B
70	14	1	Different	Locative	Prime_B
70	15	1	Same	Transitive	Prime_A
70	16	1	Same	Dative	Prime_A
70	17	1	Different	Transitive	Prime_B
70	18	1	Different	Locative	Prime_A
70	19	1	Different	Transitive	Prime_A
70	20	1	Different	Dative	Prime_A
70	21	1	Same	Locative	Prime_A
70	22	0	Same	Transitive	Prime_B
70	23	1	Different	Dative	Prime_B
70	24	0	Same	Locative	Prime_B
71	12	1	Different	Transitive	Prime_B
71	11	0	Different	Dative	Prime_A
71	10	1	Different	Locative	Prime_B
71	9	1	Same	Dative	Prime_A
71	8	1	Same	Transitive	Prime_B
71	7	0	Different	Dative	Prime_B
71	4	1	Different	Transitive	Prime_A
71	3	1	Same	Locative	Prime_A
71	2	1	Same	Transitive	Prime_A
71	1	1	Different	Locative	Prime_A
71	24	0	Same	Locative	Prime_A
71	23	1	Different	Dative	Prime_A
71	22	0	Same	Transitive	Prime_A
71	21	1	Same	Locative	Prime_B
71	18	0	Different	Locative	Prime_B
71	17	0	Different	Transitive	Prime_A
71	15	1	Same	Transitive	Prime_B
71	14	1	Different	Locative	Prime_A
71	13	0	Same	Dative	Prime_A
72	1	1	Same	Locative	Prime_A
72	2	1	Different	Transitive	Prime_A
72	3	1	Different	Locative	Prime_A
72	4	1	Same	Transitive	Prime_A
72	5	1	Different	Dative	Prime_B
72	6	1	Different	Locative	Prime_B
72	7	0	Same	Dative	Prime_B
72	8	0	Different	Transitive	Prime_B
72	9	0	Different	Dative	Prime_A
72	10	1	Same	Locative	Prime_B
72	11	1	Same	Dative	Prime_A
72	12	0	Same	Transitive	Prime_B
72	13	1	Different	Dative	Prime_A
72	14	1	Same	Locative	Prime_A
72	15	1	Different	Transitive	Prime_B
72	16	1	Different	Dative	Prime_B
72	17	1	Same	Transitive	Prime_A
72	18	1	Same	Locative	Prime_B
72	19	1	Same	Transitive	Prime_B
72	22	1	Different	Transitive	Prime_A
